suburb_full_name,longitude,latitude,points,focal_longitude,focal_latitude,focal_dist,focal_angle,rownumber,hex_long,hex_lat,hex_id,long,lat,point_id,poly_type,sal_code_2021,sal_name_2021,median_rent_weekly,tot_p_m,tot_p_f,tot_p_p,region,incident_counts,incident_rate,safety,affordability,index,text,log10_incident_rate,log10_median_rent_weekly,group,power10_incident_rate,power10_median_rent_weekly
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.01687639095695,-37.818384727803895,1,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.02687639095694,-37.812611225112,2,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.02687639095694,-37.80106421972821,3,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.01687639095695,-37.795290717036316,4,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.00687639095696,-37.80106421972821,5,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Abbotsford,144.99976745716077,-37.804584712417565,Melbourne,144.97149505660184,-37.824911565733856,3359.7158116511014,47.686478816777786,15,145.01687639095695,-37.806837722420106,20418,145.00687639095696,-37.812611225112,6,hex,SAL20002,Abbotsford (Vic.),489,5007,4813,9814,Inner Metro Region,1221,12.44141023028327,10.23339317773788,74.86535008976661,36.086175942549374,"Abbotsford 
Population: 9814 
Incident Rate: 12.44 
Median Weekly Rent: 489 
Index: 36.09",1.0948696102999858,2.6893088591236203,Overpriced,12.441410230283267,489.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.90687639095694,-37.766423203576835,1,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.91687639095693,-37.76064970088494,2,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.91687639095693,-37.74910269550115,3,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.90687639095694,-37.743329192809256,4,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.89687639095695,-37.74910269550115,5,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aberfeldie,144.89740379512884,-37.75957572978099,Melbourne,144.97149505660184,-37.824911565733856,9755.867318698552,-41.84193359084688,74,144.90687639095694,-37.754876198193045,20983,144.89687639095695,-37.76064970088494,6,hex,SAL20003,Aberfeldie,507,2083,2161,4238,Western Region,131,3.0910806984426618,69.47935368043088,80.43087971274686,73.85996409335726,"Aberfeldie 
Population: 4238 
Incident Rate: 3.09 
Median Weekly Rent: 507 
Index: 73.86",0.4901103432809885,2.705007959333336,Premium Safe,3.0910806984426618,507.00000000000006
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.66687639095696,-37.73178218742545,1,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.67687639095695,-37.72600868473356,2,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.67687639095695,-37.71446167934977,3,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.66687639095696,-37.70868817665787,4,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.65687639095697,-37.71446167934977,5,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Aintree,144.6636662171971,-37.717195086826045,Melbourne,144.97149505660184,-37.824911565733856,29639.552461275664,-66.02773989064761,287,144.66687639095696,-37.72023518204166,21351,144.65687639095697,-37.72600868473356,6,hex,SAL20011,Aintree,484,4292,4325,8619,Western Region,357,4.142011834319527,55.11669658886894,71.27468581687613,61.57989228007182,"Aintree 
Population: 8619 
Incident Rate: 4.14 
Median Weekly Rent: 484 
Index: 61.58",0.6172113354005834,2.6848453616444123,Premium Safe,4.142011834319527,483.99999999999983
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.88687639095696,-37.73178218742545,1,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.89687639095695,-37.72600868473356,2,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.89687639095695,-37.71446167934977,3,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.88687639095696,-37.70868817665787,4,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.87687639095697,-37.71446167934977,5,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Airport West,144.8814198205824,-37.723734027932856,Melbourne,144.97149505660184,-37.824911565733856,13750.923806559027,-35.10628295001758,123,144.88687639095696,-37.72023518204166,21362,144.87687639095697,-37.72600868473356,6,hex,SAL20015,Airport West,462,4297,4526,8826,Western Region,733,8.305007931112621,19.03052064631957,63.37522441651705,36.768402154398565,"Airport West 
Population: 8826 
Incident Rate: 8.31 
Median Weekly Rent: 462 
Index: 36.77",0.9193400515299541,2.6646419755561257,Overpriced,8.30500793111262,462.0000000000002
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.77687639095694,-37.74910269550114,1,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.78687639095693,-37.74332919280925,2,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.78687639095693,-37.73178218742546,3,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.77687639095694,-37.726008684733564,4,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.76687639095695,-37.73178218742546,5,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albanvale,144.76866359342728,-37.74596638135963,Melbourne,144.97149505660184,-37.824911565733856,19899.981199119135,-63.718363005804605,196,144.77687639095694,-37.737555690117354,21166,144.76687639095695,-37.74332919280925,6,hex,SAL20017,Albanvale,374,3076,3019,6091,Western Region,226,3.710392382203251,60.502692998204665,20.107719928186714,44.344703770197484,"Albanvale 
Population: 6091 
Incident Rate: 3.71 
Median Weekly Rent: 374 
Index: 44.34",0.5694198396459796,2.5728716022004803,Underrated,3.7103923822032505,374.0000000000001
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.95687639095695,-37.85302574395528,1,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.96687639095694,-37.847252241263384,2,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.96687639095694,-37.835705235879594,3,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.95687639095695,-37.8299317331877,4,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.94687639095696,-37.835705235879594,5,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albert Park,144.96105221417164,-37.845178340235144,Melbourne,144.97149505660184,-37.824911565733856,2430.0720069251247,-157.85297043653276,8,144.95687639095695,-37.84147873857149,20035,144.94687639095696,-37.847252241263384,6,hex,SAL20018,Albert Park (Vic.),679,3094,3430,6527,Inner Metro Region,551,8.441856902098973,18.312387791741468,98.02513464991023,50.19748653500897,"Albert Park 
Population: 6527 
Incident Rate: 8.44 
Median Weekly Rent: 679 
Index: 50.2",0.9264379861558083,2.8318697742805017,Overpriced,8.441856902098973,679
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.81687639095693,-37.78374371165252,1,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.82687639095693,-37.777970208960625,2,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.82687639095693,-37.766423203576835,3,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.81687639095693,-37.76064970088494,4,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.80687639095694,-37.766423203576835,5,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Albion,144.81617440637916,-37.7765161394488,Melbourne,144.97149505660184,-37.824911565733856,14695.943447743617,-68.4312838262928,134,144.81687639095693,-37.77219670626873,20788,144.80687639095694,-37.777970208960625,6,hex,SAL20021,Albion (Vic.),347,2514,2166,4680,Western Region,421,8.995726495726496,16.876122082585276,14.542190305206462,15.94254937163375,"Albion 
Population: 4680 
Incident Rate: 9 
Median Weekly Rent: 347 
Index: 15.94",0.9540362427615443,2.5403294747908736,Cheap Risk,8.995726495726496,346.9999999999999
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.03687639095693,-37.78374371165252,1,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.04687639095692,-37.777970208960625,2,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.04687639095692,-37.766423203576835,3,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.03687639095693,-37.76064970088494,4,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.02687639095694,-37.766423203576835,5,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Alphington,145.03089758212684,-37.780398186895134,Melbourne,144.97149505660184,-37.824911565733856,7195.711737843111,46.49899312857659,47,145.03687639095693,-37.77219670626873,20799,145.02687639095694,-37.777970208960625,6,hex,SAL20034,Alphington,519,2946,3210,6157,Northern Region,369,5.993178496020789,33.572710951526034,84.20107719928187,53.824057450628374,"Alphington 
Population: 6157 
Incident Rate: 5.99 
Median Weekly Rent: 519 
Index: 53.82",0.7776572125675786,2.7151673578484576,Overpriced,5.993178496020788,518.9999999999998
Altona,144.81337463152224,-37.860069366005035,Melbourne,144.97149505660184,-37.824911565733856,14454.52366761752,-105.67660015866579,133,144.82687639095695,-37.85879924664717,19839,144.82687639095695,-37.87034625203096,1,hex,SAL20035,Altona (Vic.),443,5905,6504,12408,Western Region,612,4.932301740812379,44.88330341113106,49.19210053859964,46.60682226211849,"Altona 
Population: 12408 
Incident Rate: 4.93 
Median Weekly Rent: 443 
Index: 46.61",0.6930496373400127,2.6464037262230695,Cheap Risk,4.932301740812379,442.99999999999994
Altona,144.81337463152224,-37.860069366005035,Melbourne,144.97149505660184,-37.824911565733856,14454.52366761752,-105.67660015866579,133,144.82687639095695,-37.85879924664717,19839,144.83687639095695,-37.86457274933907,2,hex,SAL20035,Altona (Vic.),443,5905,6504,12408,Western Region,612,4.932301740812379,44.88330341113106,49.19210053859964,46.60682226211849,"Altona 
Population: 12408 
Incident Rate: 4.93 
Median Weekly Rent: 443 
Index: 46.61",0.6930496373400127,2.6464037262230695,Cheap Risk,4.932301740812379,442.99999999999994
Altona,144.81337463152224,-37.860069366005035,Melbourne,144.97149505660184,-37.824911565733856,14454.52366761752,-105.67660015866579,133,144.82687639095695,-37.85879924664717,19839,144.83687639095695,-37.85302574395528,3,hex,SAL20035,Altona (Vic.),443,5905,6504,12408,Western Region,612,4.932301740812379,44.88330341113106,49.19210053859964,46.60682226211849,"Altona 
Population: 12408 
Incident Rate: 4.93 
Median Weekly Rent: 443 
Index: 46.61",0.6930496373400127,2.6464037262230695,Cheap Risk,4.932301740812379,442.99999999999994
Altona,144.81337463152224,-37.860069366005035,Melbourne,144.97149505660184,-37.824911565733856,14454.52366761752,-105.67660015866579,133,144.82687639095695,-37.85879924664717,19839,144.82687639095695,-37.847252241263384,4,hex,SAL20035,Altona (Vic.),443,5905,6504,12408,Western Region,612,4.932301740812379,44.88330341113106,49.19210053859964,46.60682226211849,"Altona 
Population: 12408 
Incident Rate: 4.93 
Median Weekly Rent: 443 
Index: 46.61",0.6930496373400127,2.6464037262230695,Cheap Risk,4.932301740812379,442.99999999999994
